Date,District,Total_Fish_Landing_Tonnes,Indian_Mackerel_Tonnes,Oil_Sardine_Tonnes,Horse_Mackerel_Tonnes,Lesser_Sardine_Tonnes,Sea_Surface_Temperature_C,Wave_Height_m,Wave_Period_s,Wind_Speed_mps,Salinity_PSU,Dissolved_Oxygen_mg_L,pH_Level,Air_Pressure_hPa,Chlorophyll_a_mg_m3
2029-07-18,Thane,3521.6821064221767,450.5403918472425,453.7648109392583,233.6787652394739,146.87061758824225,25.78014010529669,2.3873272768007925,8.244894877389351,9.272330655218825,34.81072743480759,5.860662644636959,7.788844039661276,1001.3605296898587,2.5095880543490834
2029-07-19,Sindhudurg,2145.517587018079,164.878157827324,80.37276375550726,727.318847857807,384.8544639592675,30.599570951137427,2.162347109194787,8.531537179217976,9.381855477754337,33.72071876164759,5.800668916105057,8.288060738478526,1016.8038113388652,1.0955762981789277
2029-07-20,Raigad,2782.9708777763817,1026.7034829276986,639.4051706313337,635.8786617331629,299.8436755143329,27.051169932967085,1.1511091045073072,4.729918178885085,5.312712364894834,35.32214447312743,6.30038876160834,7.655092438835996,998.819187424126,2.412718841433461
2029-07-21,Sindhudurg,2924.99145011708,188.23119489883985,141.91583600882583,300.41131881480004,147.45505666328967,30.554308427814828,3.1506796122068517,9.458412690316626,8.764833228349184,36.336105218252364,7.357499004552124,8.189988136020439,1005.6461232376155,2.0047954568534783
2029-07-22,Ratnagiri,1760.9223481313604,1035.429369050112,240.9916943057961,487.5921509098161,638.2915874897113,27.762826931127115,3.090876652313159,9.715139346345103,12.644477076668345,36.54930841469466,6.35808852027382,8.464806449525597,1017.6309183441164,1.2089148090316217
2029-07-23,Sindhudurg,3699.416859446109,1057.9543635733103,298.5601744776077,391.89460874853626,522.1761667854241,32.01593339223953,3.6193235813340507,4.00654422473388,14.74468575148812,36.103105680665045,5.1070200461216375,7.785223829399284,1004.129801704996,1.3062081402099812
2029-07-24,Sindhudurg,1694.0383828560832,465.63743443471316,378.75650265310674,301.1032471863487,175.97453467592123,24.8007614814306,3.793019433079674,10.809703080786143,14.128978978803879,33.70959599558687,6.619822293604978,8.00864816803835,998.1318053058072,2.04488922133566
2029-07-25,Sindhudurg,4645.177241160148,641.8906648631988,72.97952892606712,51.81864500160618,145.749466305018,30.804165066486863,2.1001760261874414,8.87484950902055,12.388867713825325,33.71454993751552,5.817478261924782,8.403131618363895,1016.2847975259407,0.7318138313863184
2029-07-26,Raigad,3672.4476962332674,520.1762510630066,644.7271708676572,183.70818086030027,237.1805289575572,24.220389154908972,2.870591970183143,6.035923949260346,2.43744997492504,33.26395601490019,7.321284222740006,7.7668126181085135,1023.9476787099136,1.6623603194675536
2029-07-27,Raigad,4083.56437935851,747.6532504922537,540.9081853570731,536.6483331753521,335.46147613235746,29.838197265070413,0.9573157923915638,9.5642759623869,12.94778302150163,36.3960024332556,7.053186892859128,8.314014749545953,1013.8871631041412,0.7520608828912994
2029-07-28,Sindhudurg,2717.3715484053264,1149.4347305114636,497.44748312108135,537.7577255454652,465.5842117473274,30.071786244135325,1.0477568361899194,8.629871262434643,3.545521186325826,35.18848832536767,7.380610542207649,7.7345914719100115,1004.6879560833163,1.5089961483595584
2029-07-29,Ratnagiri,1588.48012375905,1128.2963444717866,454.19208812370147,497.75353410659574,403.0218531721736,25.069903179149627,2.7572177608082225,9.100548595743318,12.081128472493498,35.29753231900187,6.939219500755694,8.142596431519944,1002.5692724089402,2.1505924669727636
2029-07-30,Ratnagiri,1912.0032990079765,322.6479877969178,144.3543284618561,567.2139680721662,674.0797425343136,28.077699901775322,1.7302766940492618,8.614479156509052,4.643797552317515,36.880676733101616,5.913479111868804,8.315444554791267,1004.0929104606068,1.0766816555445968
2029-07-31,Raigad,553.2731406554774,840.2886564021436,218.64359736897413,248.72522845826197,449.7542165744703,26.666875541424396,2.6969418730628405,7.776178245961652,5.155462224021237,34.12314385041144,5.7557686412852735,8.258296495362343,1014.5598391038851,1.0119471474702273
2029-08-01,Thane,930.0574505004993,312.7726012128599,403.36565976629026,206.57665448835476,359.3336266915594,30.60280035762857,3.5219376897493513,8.127629924984477,7.080170143163054,34.889483271911075,5.731989634254423,8.020817472664778,1020.1034717641669,1.8898764033262616
2029-08-02,Raigad,4611.854450594484,741.5886176618237,90.99619083967835,316.674754616318,660.5740242710965,26.869673185941448,1.8175327854465984,5.140315951806123,7.100082522148296,37.14346125230196,6.879007343996506,7.566076913065912,1001.8221625616812,0.9459150874207266
2029-08-03,Sindhudurg,4537.109285413041,782.1787594401841,315.7009060369488,590.980598860054,339.43108693950063,29.07755554023717,3.242385327479898,7.011571532517916,8.294963541823899,33.946736552695185,7.232833108819101,7.923194554914369,1006.205440362373,1.7249858441703547
2029-08-04,Raigad,1037.1884431999877,940.4848700261482,990.9764714913346,617.7143573497842,419.89981407916173,27.765912154974604,3.6587474221348906,11.236374093475309,11.258415225993259,34.28627548245927,5.825153337702471,8.10878269668613,1022.6655055631651,1.1499286173665113
2029-08-05,Mumbai,4410.380149472938,371.0412106977524,837.3498877410731,647.6941314499823,665.8150484320753,30.73125627368474,0.8457812763988737,11.526224640370991,14.66464975523679,33.73794659668824,6.019973871454737,7.721137060059934,1014.7685129998542,0.7897229752929681
2029-08-06,Ratnagiri,2879.1042850420067,124.22050495582585,338.27883454331857,193.6030039827969,350.5529699772899,25.148472189816953,3.6276168498907246,3.9294215343189736,14.167481142888715,34.86866327856902,5.177114128496683,8.085952981225061,1010.9800073288667,2.145077247094924
2029-08-07,Ratnagiri,2161.3012055707054,437.20704229605025,766.9729028290603,673.2123167852645,508.45951819434043,28.48531195618333,3.3018738537150156,3.1981981242016024,4.496905113328444,33.736970651114056,5.489821270192822,7.928476432035056,1005.9940799742645,1.5079461880404594
2029-08-08,Sindhudurg,1295.7252195888093,746.7935117520442,493.0582422540545,234.30074745985405,550.3815866284704,26.46273180821772,0.8631385927466498,8.438431615152641,2.9337598477212197,33.88308154335493,5.2259080726674725,7.573019206314778,998.900821275385,1.7385666422701263
2029-08-09,Palghar,2976.0070686325985,1033.8226859793535,566.285112963869,535.0314747682255,565.1104185334359,31.130646416130507,1.9293848200649755,6.824070408450919,2.1990215538279414,35.81636686258947,6.730173561912585,7.76234154314486,1013.8248272089118,1.6160883349474475
2029-08-10,Mumbai,4016.9313278658633,1157.3076165151806,243.13859394667116,425.2588552578722,252.01809456224032,25.277645534342074,0.6550016737384821,9.61836187173977,10.825638454958082,34.52716784218184,5.752145517548119,7.901863118379214,1010.1715554428121,2.308314176496572
2029-08-11,Raigad,4951.519991482105,437.1046360963842,412.9798829149308,417.32930088749623,471.53958429779874,30.539477131374408,2.7564404985427293,9.108149174966316,12.647249034809779,35.73294732321605,7.559417663081342,8.318844759737354,1012.0945827959637,1.4663978126675568
2029-08-12,Mumbai,2373.3794169131884,716.7895658673372,338.77828764354075,125.91063255986288,270.37843171190275,26.557906065624724,1.8328014981187886,6.750548679016933,13.291726587557001,34.206740768948784,6.740361781548483,8.468925024536421,1004.2979509926276,0.5205995019310347
2029-08-13,Mumbai,2098.7091925780487,517.7505765873544,67.4318032906422,423.99724865990373,399.00398860206326,26.32506478799363,3.5751175892545795,7.126121184801315,10.620336064355715,33.718309798350134,5.191173591869822,7.553355005381206,1002.7927627240193,2.3104614637074836
2029-08-14,Ratnagiri,4751.0109268379565,977.1952182686497,76.5100145145693,237.2048953633678,375.21534664665046,27.244136561537967,2.4853788268237995,7.848248590989503,5.404811252841662,34.94364423925157,6.511494689000239,8.030555359984694,1013.9434461648287,1.7216840980481884
2029-08-15,Sindhudurg,4830.426224421936,559.7032397853561,165.88552592210746,434.12182057033294,70.35300892428303,24.987653158837755,1.9065994153372576,12.051117621129855,7.170825107290472,36.247098816801575,7.5899685746935175,8.422132755585007,1020.3988088228749,0.7912131298381619
2029-08-16,Raigad,1981.5591968630577,262.1877409569868,568.5193078771309,263.3306396034698,470.2829289443607,30.11588919968778,0.9695809438534155,7.153839740922671,4.481967265399933,36.263952872833,5.072538523542641,8.291607742302169,1027.6232979046572,1.6609263446382025
2029-08-17,Raigad,3044.6755173543843,914.089669758038,472.0503400433594,568.0425295104088,101.71202702947932,31.151245794862827,2.1285291454207007,4.52549347253626,8.320423629121882,33.067411022418696,7.177913980968575,8.356882747742226,1011.0210779800384,1.9769095782863941
2029-08-18,Sindhudurg,2362.020543923533,112.09107491709754,334.9614073502549,49.67026571311426,102.0876730519148,24.951812356855196,2.804559262456134,8.994039132276502,12.042818861612378,35.65428288221441,5.776220016581719,8.338188784479815,1000.8158478880308,1.005628721568735
2029-08-19,Thane,2731.2750474768764,106.56956146870652,558.9804871788498,506.7155889185136,359.4969388258414,24.59905011003519,1.3415106084462802,4.1697908488430935,13.509463252033777,36.48415033245564,6.057484486673146,8.156542395536528,1018.243482697347,1.204002791978635
2029-08-20,Raigad,1061.8711853262753,548.481807307566,51.893407285907465,455.773436965674,111.64998708947857,26.537899664428867,2.029377566349797,4.060593300614943,2.242472763337311,36.114040484547125,6.71860170059377,8.393445068327418,1019.8985041381538,1.21864967835886
2029-08-21,Raigad,2158.2013678926924,151.85014035599932,463.1053881543355,640.0001878895429,534.8636180001563,28.37782406495187,0.514382090194905,4.066020407659309,5.61679305593063,33.577961791245514,5.524587737367406,8.17388095499903,1011.7133464341716,1.4758817040975596
2029-08-22,Raigad,1886.4547751779403,715.6877129883396,408.4727081383086,436.1408110962697,456.94437949021204,31.315569959618067,2.098903056217571,7.187941028624925,10.277975955706452,35.80822206648344,5.706563849411026,7.691353531659236,1032.8634405704786,1.9313621431331982
2029-08-23,Thane,3064.4474399119927,699.1726482739431,941.6038359967082,285.3362955062454,113.55314882467887,25.308534223662193,1.5354196160219762,9.201758384740968,3.419991284016654,34.49755232488655,6.5011249412882215,8.151222502709693,997.162698104652,1.926768927328033
2029-08-24,Mumbai,2384.519505707862,271.7585354413851,602.7624914633745,593.0489584411916,483.12679378615843,25.20117514612105,2.9856341298052196,4.415203700615084,7.468529591467749,36.77293856944077,7.2135355237891705,7.755054954368773,1037.4137817856158,1.351569105506338
2029-08-25,Raigad,4083.627171794466,941.2233035836002,473.2224607148428,550.8715799998131,320.939705400256,31.59951953042068,2.1663222161542808,3.145726644379854,7.654910840998393,36.89741216379832,5.930794597628087,7.624773062887915,1022.913403844877,1.099425840301773
2029-08-26,Ratnagiri,4988.380582656054,264.07687932366764,369.47928096193226,548.3209950528775,383.09891842741365,25.45906056677094,2.621867209822679,5.928078625270614,9.876298288184318,36.561706188502534,7.427233468181663,8.220726057377242,1015.4488837802589,0.7832272958396606
2029-08-27,Thane,4421.722455955216,615.706392713676,480.2468678385402,748.2206746343988,54.75493414449911,24.679686678557577,1.1729652607545824,10.842060140901806,14.371074209956129,36.73270396127595,7.7572220600957955,7.851381593066169,1005.1317030041703,1.824445058698417
2029-08-28,Thane,1672.2209542316725,800.1870598668627,792.9902374011837,366.3814770862878,368.30839058412545,26.68741948662999,2.151362323248751,10.388410739503053,6.235443923351557,33.59923298798939,6.652723999501642,7.7108454741971855,1004.5472809495658,2.475977600230082
2029-08-29,Mumbai,2469.3080346128563,262.33603336376177,633.9817592552004,160.2436218180176,279.1175582383042,28.475605692451214,2.0593207396645874,5.051509322391417,13.262227936700446,34.39756784293328,5.61201780365509,8.061625883489844,1015.1487780092307,1.6215596365971872
2029-08-30,Raigad,2677.461402864843,529.5580074996071,200.75809582024047,435.3680657910977,300.8761267089073,29.735400265880834,2.645348120828282,11.410784273716535,6.306257739155662,33.3130893361112,6.661197405696854,8.111846086195055,1014.2069288054741,1.726041217753749
2029-08-31,Raigad,3992.356147276735,802.6135558085198,390.8303859313483,692.3618470806614,466.81037046246144,30.033445298804743,2.1670621128773466,11.038547493623863,10.916911435375827,34.55068482906718,5.977926033359246,8.322602523172389,1022.638897850066,2.271513667070625
2029-09-01,Mumbai,4686.488721973288,137.3350134222616,163.05605766190575,191.1906996997804,235.9469039885295,26.006011000791204,2.838579997435528,10.822561661431417,11.277689962007747,35.8262915084356,7.493753748703101,8.22991760382612,1002.3213538008168,1.0136474477477575
2029-09-02,Ratnagiri,2272.3556469009723,1183.3927049512467,984.2791473976566,118.67613652590862,367.72630087050715,28.813390220858675,3.239683689944546,6.729719272073446,10.952541716424586,33.73756109371563,6.966286488608978,7.915864249742342,1019.197922336597,2.4256373006324696
2029-09-03,Sindhudurg,4753.859097916248,913.908090884594,794.6798885496534,541.519601468731,241.13668499298015,27.737293499011916,1.6867530515815172,4.274641761024279,11.59627985646437,35.99150054441607,7.796862237768511,8.37022487709211,1015.722825525472,1.2851298140789484
2029-09-04,Palghar,1287.6644744680127,898.4559829432037,664.6815964534156,219.20874790583747,66.76524560538789,29.71367182228477,2.3039864997508803,7.749231797045171,3.717361554742654,35.46316771692307,5.992295397364001,8.21525780943192,1009.2323746821085,2.115489276233829
2029-09-05,Mumbai,1156.1890032111246,590.8717993917592,846.9377884634278,590.2690795780015,162.17136024262115,28.76837713572141,3.0605471491799268,3.5603956860673036,14.78297151460845,34.95276470723524,4.991400150030257,8.11710161413245,994.273252225452,2.2547722314262018
2029-09-06,Palghar,4764.619741555407,205.2276681411299,542.9279709065491,443.623381632532,28.044572782806657,27.232715165819467,2.0723111386442974,5.5760210139647635,10.331980133505816,35.69346468507412,7.231736765987712,7.993416458682536,1010.4968687349112,2.106793595556059
2029-09-07,Ratnagiri,3117.5304660286106,702.8620988460679,406.8403609444769,734.7620640871174,526.7950064599592,30.916172344782854,3.7932686845406054,3.438161826434367,3.3561016232058805,35.650718568412785,6.1422100265061665,7.890471374000449,1010.2357945605313,1.4416724125771536
2029-09-08,Raigad,3738.6620533461078,577.287849851056,405.2837177423178,610.461079036469,573.6854173770485,31.7911000069094,2.6339682526590322,3.0985292041529875,4.8297428567995375,32.52459940151598,6.303781321704058,8.220200098009114,1022.3501711727331,0.6582180336698469
2029-09-09,Ratnagiri,1613.9440320388685,1073.7683629356325,730.2324733913213,250.17890991676325,431.7799565207212,26.436842579419867,3.7089175445871136,7.231416012170237,2.425636554920399,35.55852018687406,6.254728090917056,8.207726410976552,1011.7266692352744,2.3689011940091054
2029-09-10,Palghar,2864.046649727382,135.89700200314576,939.9930762289375,373.5464765267334,428.4877892825292,26.31629969024486,3.7190776196012316,7.947587412685828,14.809229281057945,33.34526352945192,7.112363343994493,7.456032212107546,1006.8181278032707,1.350402736789015
2029-09-11,Mumbai,1842.4893412794656,1052.9678448809289,735.5608579257957,600.761253102463,603.282212538042,27.629980048429395,3.1997787827871065,7.055241485762538,6.887515615667092,34.57000482479878,7.6156148294893455,7.6790090184290065,1001.2140321046635,2.2054624510795335
2029-09-12,Mumbai,3045.2456170463165,706.4292190488504,314.8621617530882,381.3181051758248,559.7608356238866,28.41152293367535,2.5711709906765727,9.119167459349477,4.314898125539895,34.291693254945756,5.511264866265127,8.389762624930414,1025.8309190143373,0.6011820266561317
2029-09-13,Ratnagiri,3357.111918515613,334.9955985393148,766.2613088978602,698.9598237801924,392.8985493940425,30.485017358766108,2.390045634128527,3.895950687930486,2.6642630133285756,33.20575604932241,6.301458614106394,8.433240461069786,1009.3014825428497,2.106700068850998
2029-09-14,Ratnagiri,3037.5929695223294,834.8873058355838,676.3159624238658,654.4493726374394,322.6304562147731,28.50488851302591,1.886524661892027,10.89768066349287,7.433417711771765,33.7634517716268,7.458286023101416,7.716739867316254,1041.0085739345204,1.0860873857541382
2029-09-15,Sindhudurg,3219.617084099499,978.0246245582343,535.9033503281994,420.4015599376194,153.98561889830032,28.376953261458535,2.5694855321719126,10.5513880261125,13.162474694842153,34.67958368749085,7.849953076582895,8.243918503173585,1001.2840921044651,2.155909428953914
2029-09-16,Palghar,3297.9222071921495,983.3938492921816,782.9087696630619,303.4565963721077,586.6523263113224,28.70989605600551,0.510927664663406,10.627499885591082,11.84092566163506,36.17862103136967,6.553260986582781,7.591068339650628,1018.0472425965794,1.5119267750041199
2029-09-17,Raigad,2067.846824127886,717.3320110168121,350.6183261632207,753.4165075364101,641.0116523746461,23.885535637267324,1.74767473403548,7.7304989654054515,7.781815920072584,34.47287815969149,5.708314305616744,7.528786927888399,1001.2150198830622,0.6350480186624998
2029-09-18,Raigad,3632.5958743450396,113.4897510749726,89.83940017689848,416.02011170973566,331.7621044205894,31.619944971759438,1.4513422938953389,5.314225500356838,6.123446913284163,34.76696103553209,5.27659075405627,8.29566592089378,1005.0337888694116,0.927930305923759
2029-09-19,Mumbai,4468.058008677095,483.4785429513865,818.3512168118791,684.9755655169108,141.71588194308765,25.32192469558434,1.5775781234535533,7.290687045047844,8.178202001515437,33.10216134568313,7.61675134739414,7.892189164741598,1012.5447133835285,1.735398124788596
2029-09-20,Ratnagiri,4288.551708747724,940.5421025323011,479.3244697252554,477.1937186506333,640.9206487128965,27.828293064200558,1.9961725013567064,5.7792935428377366,7.8763993988578775,33.65984765234098,6.143717488620568,8.330452223478462,1006.7102190332274,1.55779746395246
2029-09-21,Palghar,1857.8885104064652,1055.6505128427546,438.9390061023922,592.9897763463181,313.857358782507,28.96204640606731,2.7070739348627155,5.962143725287223,7.592042328761799,35.74005021905269,6.469090459193205,7.83535331734054,1004.4998438413904,1.7804590665682947
2029-09-22,Palghar,664.1785479466553,1022.115479092775,269.44812407015087,383.7405305303286,85.56432618031816,25.19978256904633,1.4956348272645978,9.79536620477549,10.166101092310054,35.47758218162325,6.67324184085147,7.626226892950138,1001.7256207322408,1.0957209121228102
2029-09-23,Palghar,3654.7929540015903,990.3196803011745,271.14255364405966,446.00587328414304,560.1470621568402,24.455518639491427,1.6113097550136217,4.675475980133266,4.959121491324398,34.29511444824412,5.030149216972354,7.855803092963579,992.3259958923016,1.315456641607742
2029-09-24,Raigad,3852.719030181302,1075.6536339657243,419.54042226531124,361.67299502637513,420.25373471680984,30.134418731384038,3.944644931394155,9.529690962787056,4.137007071423417,34.928192609250395,5.128530166477558,7.7395641166052584,1011.9634657536125,2.0159593427178972
2029-09-25,Ratnagiri,4218.415534105346,1121.1900713525017,596.2730665272825,449.9143016079775,36.21196955901361,24.500081976359553,0.7969417935118438,6.178708899620246,14.19271128751081,35.21109944189187,4.944974053993561,7.604522788546294,1016.7687223551469,1.0934587326383025
2029-09-26,Mumbai,513.8978360585539,861.7908081867395,642.5728814373809,608.1229507977331,33.555116699430066,29.64549421108598,2.934873320784865,9.010434010500168,10.816644391119922,33.00430443937615,7.27928893394763,8.148152683300404,995.9297379932171,0.6813279752623383
2029-09-27,Ratnagiri,4103.6463890592895,816.725586161463,354.76090392540794,405.16873875169944,506.25617738977985,25.528242930885323,1.8822673998847177,7.067552033540532,10.950319519079006,36.196832895302855,5.846112792458903,7.541627114828714,1022.6045905212932,0.5195375431859658
2029-09-28,Raigad,2685.274767627485,1132.8101524119672,73.65934001613476,119.53186656716314,530.9002429765727,31.209503684402886,3.442769017937981,10.690045845613595,4.329814020662129,34.512201016931634,7.9892824159765405,8.23104867186726,1006.1743513965912,2.5016181162636677
2029-09-29,Mumbai,5000.648834819628,1097.6643872746554,275.80091118633493,455.74237846491854,48.870828264391065,31.040988601887058,3.8130188999291885,10.401793503217354,5.528669424147856,36.10457593325095,7.23996934144675,7.751775238065505,1006.2579842442523,0.6825823998455897
2029-09-30,Raigad,2884.2087719678743,405.7501475766348,556.4571559653779,356.7075591178727,408.67830113041146,24.447466728208145,3.8837791577083167,10.456166305919204,14.424605979161461,33.42777120765133,5.295341815355511,8.55433002882066,1026.1044443418518,1.5188225881784003
2029-10-01,Ratnagiri,3623.2123056666715,260.0065530376656,783.4190587081948,756.4637101001589,670.0217829355364,25.882516577102656,0.98951466722658,6.817828002089444,9.210750315669447,32.971908896147944,6.25679163409042,7.627912655360552,1016.1754312345787,0.9079380544548621
2029-10-02,Thane,4724.597791451211,186.42530119053623,954.2214883873959,139.75314513545536,218.36680087309466,29.54371200267712,1.6699316906147648,6.878167382507855,2.394835793755543,35.63099150980441,7.050669744580684,8.015302173970165,1007.4613999952321,1.4181866767189646
2029-10-03,Sindhudurg,4557.72991205391,879.3572751999168,801.752070639131,241.03637513375097,442.7566712417095,26.416928528685627,0.5922882576300199,8.771528403601057,6.76361100389144,34.912326253847255,7.410245010332362,8.213991022307255,1009.1477480727043,2.2873354908773864
2029-10-04,Raigad,4219.4720571168955,1153.3266568469119,824.2178109505883,430.71770962523954,176.558801171681,30.833194730520646,1.5959097277622005,10.986566298036045,14.165850809569292,34.99434091855742,7.758675013365655,7.669240637426856,1006.9012612625874,1.0581407568625318
2029-10-05,Sindhudurg,4855.7490208318895,321.10593661532664,168.11113438560963,36.48008425285645,166.23346423384592,24.38557771971065,3.6961258629523357,9.283626360975964,7.282330597592766,36.574415677116384,7.431495443104878,8.201192564899873,1014.602631066563,2.1871131447078
2029-10-06,Raigad,3970.348704649771,1067.0672845428933,1009.8629212889358,568.1909743935197,255.90688116127467,24.772624396664515,2.2839687080674524,4.79583950490283,6.843771661130881,33.58337922843063,5.520174331173781,7.809016347871202,1022.841424094785,1.1735081837072154
2029-10-07,Palghar,3748.6322349299826,323.0702425592012,524.9660389942876,566.1989545746574,150.93034690283892,31.20936723163283,3.650346561033051,5.634057929489546,3.0095815311410936,35.83123625796761,5.885694930694358,7.6173219983646,1000.6821290886273,1.1658974231524046
2029-10-08,Ratnagiri,3072.3045920300965,655.275965431965,409.1891258413348,109.1997916953739,641.7298553301451,29.287892843742426,2.6393544256681816,4.473547386605299,9.681005301805396,35.64738206851588,7.658963376414405,8.238502346667273,995.456028330981,1.5739038595247103
2029-10-09,Thane,2184.6909083675264,1192.0168039459757,406.771214966164,173.82135347908124,376.8150905829241,28.11501074922412,2.9228442645217414,10.231038172565894,11.374846840127965,32.902858449021274,6.565183446111943,7.7703664898386515,1011.3311463155196,0.8069974614569387
2029-10-10,Palghar,4620.646972614731,803.3122887456594,887.4667373843226,119.0920558474464,93.5065121476946,23.968443720577206,3.4111239387404337,4.009140242585087,4.235991358023851,36.75104800997088,6.489947648580151,8.037648391623154,1011.2883804587434,0.9885938163305791
2029-10-11,Thane,2113.4265956860554,458.7896887890261,948.7801708824852,315.1372160436163,133.95757797676606,27.371636300885477,1.6426972149907968,7.490935118555842,10.353081062240857,33.19369750870709,7.586596735609213,7.692680513907282,1004.7784085863924,1.950643880889601
2029-10-12,Thane,1283.5432123478943,1192.1250593275495,704.1046437045499,683.3359961053948,103.87969644075271,29.0977896206158,2.456066279931006,5.786851705355255,13.213315846717022,36.56268256087557,5.2851686360520835,8.221444838130573,1009.0284774342073,1.3683088830828398
2029-10-13,Palghar,4895.613526459359,1060.275447525411,629.524481895261,313.0791604986887,686.3668562056118,25.907235290827174,3.833988153562681,10.490479741795134,5.358106557880737,33.63281221188361,6.328969246776904,7.761594917975219,1002.3804057872512,1.9599211188977552
2029-10-14,Raigad,1775.765285481979,1142.1484791199018,821.9302481197119,149.78560877608507,321.61254632811165,28.904869970534598,1.937054612655552,11.553063510273983,4.384397815745554,37.35894849663133,6.908284820493633,7.890475558763857,1002.5804954340327,2.4701535691193692
2029-10-15,Palghar,1348.3736539908502,764.5684787685888,132.6461487168215,39.19079185315245,284.99455251542133,28.383450455512797,1.677099049041798,5.335901032848606,3.6709996433567498,36.047457196267416,5.239936406931158,7.9060366240715965,995.3905658314127,0.7783149325697238
2029-10-16,Mumbai,3905.7865214506223,1168.1293723479557,751.3133348346558,689.9959731961675,497.85588001170765,26.847713128832325,3.873724554649197,10.026742769307793,3.9061723692655232,35.78914480717579,5.89910016012776,8.015204262818262,1013.590964706485,1.0800937204478562
2029-10-17,Ratnagiri,1928.0219941200717,604.0085384879977,679.2479696653678,94.30436561336829,666.3670171952107,30.37445493896717,1.4734897586864626,10.212544365054885,9.833896897929042,36.22148015471453,7.652622018803001,8.370530697611288,1002.8722876511898,1.4922916128107406
2029-10-18,Thane,4926.594773428279,108.49639053892294,515.2065721891795,658.3504959551673,659.6218093254888,26.693491667610477,2.328795696490866,11.589528809001193,14.133326772593904,34.652564839797556,6.293552554565981,7.766274774036397,1023.4306364991292,0.5550664535985761
2029-10-19,Palghar,4222.253758080532,622.4398895149264,167.85460683553777,203.77637478878614,150.29352506728458,25.801864788812235,2.030748344315728,10.228035505571746,3.59727745567594,34.24264006614114,7.607502729079033,8.354750037440759,992.8204209659575,1.9896854104320343
2029-10-20,Palghar,1244.5524405559459,359.524618741257,62.83488342043792,296.08868662702207,112.70617884355698,29.235109050008628,1.1435147697950536,11.264695214699657,10.518408361229662,36.79192497549385,6.8336906186854325,7.624702902889842,1003.1882522870999,1.1897810813506933
2029-10-21,Thane,915.7963683297696,826.3119484027159,703.0114872511517,607.6196984480043,457.1722540428107,25.295440493020518,2.884530664620986,7.731425385476657,10.49460954816639,33.25273029544486,6.5401986384974915,7.495863744694208,994.6482034476993,0.9650186514815909
2029-10-22,Palghar,4589.890264378263,1022.5646787124829,207.06628890286234,214.74130813220415,128.2148954020912,31.610620259241298,3.121739437684735,3.8831733014509844,4.3983180907227135,35.21470326081473,6.941648189764795,8.006006278991045,1014.3521921053192,0.518930855672723
2029-10-23,Mumbai,2110.056902044115,926.3078228324084,315.51903815767633,351.9667391858819,101.8575523384013,26.096436991174265,0.6773019804714168,9.740374489583864,13.845940827411253,33.92972328124956,7.856282816571951,7.584151428121268,992.4592300551362,0.9144351817379618
2029-10-24,Mumbai,2531.1359285979393,786.1220873922022,154.20808867589759,102.84479316904049,258.2768334001533,30.96257349176661,0.8199220327182687,5.751583162492701,12.116270549465142,33.955270931695935,6.092784154485764,8.41070361354272,1016.8521048857431,0.5733795711708353
2029-10-25,Sindhudurg,4018.29426770624,1190.6861975539935,420.86365310964567,264.3336575340576,21.905411422137046,24.488418027333694,2.522573332441852,8.084407482343416,5.201955363071559,36.755904623385646,6.516342201691284,8.162432847449978,997.8205022190781,1.357878689676371
2029-10-26,Sindhudurg,4959.5454884553965,458.71945057891884,590.3628506606568,435.1396463470769,273.49000273839914,24.88882715529661,1.2308113457537326,4.782174474933694,7.965696698200905,35.725283532775784,7.901992648216397,8.441493581250405,1009.4426568511437,1.4558225282410984
2029-10-27,Palghar,2155.4688352322214,399.66617408452834,806.1523630024234,597.8204293063192,252.96366314226222,30.670846294705118,3.549476072385746,5.113252180169823,13.72646036906593,34.020176615189,7.273017636754938,8.11107414638747,1004.1110687662018,0.6717968177049859
2029-10-28,Ratnagiri,675.3576646437575,135.24746089002073,590.0466410611125,152.15859078199998,165.11029091780594,24.76324715045755,2.6435719188248674,4.421482366540691,5.679080430649349,33.055314012786276,7.074323647286076,8.250374778638282,1033.3175920125204,1.0236054236813137
2029-10-29,Mumbai,3977.174012411251,1109.1584834093592,85.82834218286693,287.53723255491775,347.0518352215422,26.926484290326815,1.8852780813657137,6.614738162897973,2.352530910510859,36.02177803339318,5.9369810187737695,8.007096305844195,1011.5781153144568,1.1643765670244883
2029-10-30,Raigad,3669.4484287199934,652.9124306191441,894.4495986501768,596.5968193747894,92.21140599186526,29.461681029911144,1.7147622431530969,4.480515813439322,11.525316411290875,35.05884838537415,6.787936517840555,7.703117038371101,1000.9016228950981,2.4905775485572925
2029-10-31,Sindhudurg,4501.020034467491,189.1471001667082,379.2535095444262,46.111906557110984,112.12651673528086,31.747829085844963,0.6737860044583446,4.56712032262479,13.777853089296588,34.50072538716024,6.838786153324883,7.718968677101193,1013.5934813807816,0.6778226200656694
2029-11-01,Thane,1781.6827452255186,126.21365218851189,630.9887620119985,370.0192511478568,462.96446782646814,30.800279165288078,2.129239399217637,3.039292213698938,2.1731124674077487,34.39676336577123,5.826850472569821,8.148918353691904,1012.0928060843629,1.609625238658591
